case	fixture	source	destination	inputBounds	kind	index	ah	av	lh	lv	rh	rv
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	22	167.5	277.083333333	167.5	277.083333333	167.5	277.083333333
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	23	115	282.5	115	282.5	115	282.5
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	24	130	350	130	350	130	350
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	25	183.333333333	340	183.333333333	340	183.333333333	340
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	26	247.333333333	328	247.333333333	328	247.333333333	328
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	27	300.666666667	318	300.666666667	318	300.666666667	318
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	28	375.333333333	304	375.333333333	304	375.333333333	304
grid-source-is-bounds	grid	100,300,400,100	130,350,450,290,70,80,370,130	100,300,400,100	R	29	450	290	450	290	450	290
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	0	100	100	100	100	100	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	1	150	100	150	100	150	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	2	210	100	210	100	210	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	3	260	100	260	100	260	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	4	330	100	330	100	330	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	5	400	100	400	100	400	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	6	400	140	400	140	400	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	7	330	140	330	140	330	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	8	260	140	260	140	260	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	9	210	140	210	140	210	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	10	150	140	150	140	150	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	11	100	140	100	140	100	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	12	100	190	100	190	100	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	13	150	190	150	190	150	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	14	210	190	210	190	210	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	15	260	190	260	190	260	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	16	330	190	330	190	330	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	17	400	190	400	190	400	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	18	400	250	400	250	400	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	19	330	250	330	250	330	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	20	260	250	260	250	260	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	21	210	250	210	250	210	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	22	150	250	150	250	150	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	23	100	250	100	250	100	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	24	100	300	100	300	100	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	25	150	300	150	300	150	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	26	210	300	210	300	210	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	27	260	300	260	300	260	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	28	330	300	330	300	330	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	S	29	400	300	400	300	400	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	0	60	100	60	100	60	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	1	110	100	110	100	110	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	2	170	100	170	100	170	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	3	220	100	220	100	220	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	4	290	100	290	100	290	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	5	360	100	360	100	360	100
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	6	376	140	376	140	376	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	7	306	140	306	140	306	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	8	236	140	236	140	236	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	9	186	140	186	140	186	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	10	126	140	126	140	126	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	11	76	140	76	140	76	140
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	12	96	190	96	190	96	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	13	146	190	146	190	146	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	14	206	190	206	190	206	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	15	256	190	256	190	256	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	16	326	190	326	190	326	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	17	396	190	396	190	396	190
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	18	420	250	420	250	420	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	19	350	250	350	250	350	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	20	280	250	280	250	280	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	21	230	250	230	250	230	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	22	170	250	170	250	170	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	23	120	250	120	250	120	250
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	24	140	300	140	300	140	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	25	190	300	190	300	190	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	26	250	300	250	300	250	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	27	300	300	300	300	300	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	28	370	300	370	300	370	300
grid-parallelogram	grid	100,300,400,100	140,300,440,300,60,100,360,100	100,300,400,100	R	29	440	300	440	300	440	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	0	100	100	100	100	100	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	1	150	100	150	100	150	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	2	210	100	210	100	210	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	3	260	100	260	100	260	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	4	330	100	330	100	330	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	5	400	100	400	100	400	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	6	400	140	400	140	400	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	7	330	140	330	140	330	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	8	260	140	260	140	260	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	9	210	140	210	140	210	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	10	150	140	150	140	150	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	11	100	140	100	140	100	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	12	100	190	100	190	100	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	13	150	190	150	190	150	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	14	210	190	210	190	210	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	15	260	190	260	190	260	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	16	330	190	330	190	330	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	17	400	190	400	190	400	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	18	400	250	400	250	400	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	19	330	250	330	250	330	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	20	260	250	260	250	260	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	21	210	250	210	250	210	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	22	150	250	150	250	150	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	23	100	250	100	250	100	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	24	100	300	100	300	100	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	25	150	300	150	300	150	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	26	210	300	210	300	210	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	27	260	300	260	300	260	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	28	330	300	330	300	330	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	S	29	400	300	400	300	400	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	0	100	100	100	100	100	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	1	150	100	150	100	150	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	2	210	100	210	100	210	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	3	260	100	260	100	260	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	4	330	100	330	100	330	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	5	400	100	400	100	400	100
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	6	388	140	388	140	388	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	7	323.6	140	323.6	140	323.6	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	8	259.2	140	259.2	140	259.2	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	9	213.2	140	213.2	140	213.2	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	10	158	140	158	140	158	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	11	112	140	112	140	112	140
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	12	127	190	127	190	127	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	13	168	190	168	190	168	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	14	217.2	190	217.2	190	217.2	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	15	258.2	190	258.2	190	258.2	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	16	315.6	190	315.6	190	315.6	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	17	373	190	373	190	373	190
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	18	355	250	355	250	355	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	19	306	250	306	250	306	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	20	257	250	257	250	257	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	21	222	250	222	250	222	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	22	180	250	180	250	180	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	23	145	250	145	250	145	250
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	24	160	300	160	300	160	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	25	190	300	190	300	190	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	26	226	300	226	300	226	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	27	256	300	256	300	256	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	28	298	300	298	300	298	300
grid-trapezoid	grid	100,300,400,100	160,300,340,300,100,100,400,100	100,300,400,100	R	29	340	300	340	300	340	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	0	100	100	100	100	100	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	1	150	100	150	100	150	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	2	210	100	210	100	210	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	3	260	100	260	100	260	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	4	330	100	330	100	330	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	5	400	100	400	100	400	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	6	400	140	400	140	400	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	7	330	140	330	140	330	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	8	260	140	260	140	260	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	9	210	140	210	140	210	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	10	150	140	150	140	150	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	11	100	140	100	140	100	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	12	100	190	100	190	100	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	13	150	190	150	190	150	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	14	210	190	210	190	210	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	15	260	190	260	190	260	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	16	330	190	330	190	330	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	17	400	190	400	190	400	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	18	400	250	400	250	400	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	19	330	250	330	250	330	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	20	260	250	260	250	260	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	21	210	250	210	250	210	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	22	150	250	150	250	150	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	23	100	250	100	250	100	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	24	100	300	100	300	100	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	25	150	300	150	300	150	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	26	210	300	210	300	210	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	27	260	300	260	300	260	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	28	330	300	330	300	330	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	S	29	400	300	400	300	400	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	0	100	100	100	100	100	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	1	150	100	150	100	150	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	2	210	100	210	100	210	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	3	260	100	260	100	260	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	4	330	100	330	100	330	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	5	400	100	400	100	400	100
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	6	340	140	340	140	340	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	7	298	140	298	140	298	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	8	256	140	256	140	256	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	9	226	140	226	140	226	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	10	190	140	190	140	190	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	11	160	140	160	140	160	140
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	12	235	190	235	190	235	190
